 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb
model.000.00.pdb,0.861,0.000,0.183,0.162,0.000,0.194,0.062,0.234,0.395,0.161,0.190,0.110,0.000,0.116,0.066,0.190,0.138,0.055,0.267,0.230,0.048,0.031,0.235,0.220,0.045
model.000.01.pdb,0.197,0.449,0.047,0.090,0.218,0.089,0.011,0.809,0.467,0.054,0.761,0.032,0.167,0.660,0.024,0.884,0.125,0.078,0.673,0.761,0.000,0.000,0.030,0.675,0.442
model.000.02.pdb,0.191,0.013,0.782,0.011,0.014,0.044,0.471,0.081,0.104,0.720,0.072,0.667,0.000,0.034,0.508,0.060,0.000,0.468,0.059,0.099,0.437,0.227,0.041,0.056,0.025
model.000.03.pdb,0.179,0.013,0.032,0.857,0.000,0.614,0.101,0.138,0.108,0.000,0.115,0.030,0.015,0.171,0.107,0.101,0.592,0.023,0.143,0.115,0.075,0.129,0.364,0.106,0.025
model.000.04.pdb,0.072,0.756,0.022,0.049,0.417,0.061,0.011,0.509,0.241,0.039,0.519,0.043,0.422,0.556,0.011,0.608,0.090,0.077,0.482,0.464,0.022,0.000,0.014,0.360,0.583
model.000.05.pdb,0.119,0.488,0.092,0.026,0.250,0.026,0.012,0.660,0.341,0.092,0.644,0.034,0.167,0.520,0.026,0.609,0.048,0.101,0.531,0.609,0.000,0.000,0.000,0.463,0.478
model.000.06.pdb,0.179,0.027,0.011,0.717,0.014,0.643,0.077,0.167,0.125,0.000,0.145,0.010,0.062,0.187,0.069,0.130,0.660,0.011,0.173,0.115,0.064,0.113,0.415,0.123,0.038
model.000.07.pdb,0.000,0.000,0.136,0.207,0.000,0.127,0.167,0.000,0.000,0.086,0.000,0.093,0.021,0.000,0.161,0.000,0.075,0.097,0.000,0.000,0.179,0.234,0.102,0.000,0.000
model.000.08.pdb,0.061,0.000,0.048,0.464,0.000,0.407,0.127,0.012,0.000,0.027,0.000,0.033,0.034,0.067,0.091,0.000,0.380,0.039,0.013,0.000,0.071,0.186,0.320,0.000,0.000
model.000.09.pdb,0.000,0.487,0.000,0.043,0.500,0.028,0.000,0.143,0.019,0.000,0.133,0.063,0.923,0.167,0.000,0.193,0.073,0.061,0.131,0.079,0.066,0.000,0.000,0.080,0.442
model.000.10.pdb,0.000,0.000,0.424,0.068,0.000,0.039,0.509,0.000,0.000,0.309,0.000,0.379,0.000,0.000,0.500,0.000,0.015,0.328,0.000,0.014,0.517,0.396,0.033,0.000,0.000
model.000.11.pdb,0.072,0.012,0.514,0.086,0.000,0.109,0.895,0.010,0.000,0.403,0.010,0.449,0.000,0.010,0.776,0.010,0.035,0.356,0.000,0.021,0.571,0.508,0.164,0.012,0.000
model.000.12.pdb,0.237,0.060,0.000,0.700,0.015,0.654,0.022,0.214,0.158,0.000,0.191,0.000,0.068,0.239,0.024,0.174,0.714,0.000,0.224,0.157,0.044,0.028,0.353,0.136,0.071
model.000.13.pdb,0.182,0.434,0.044,0.154,0.220,0.138,0.010,0.837,0.420,0.051,0.792,0.041,0.172,0.725,0.022,0.792,0.203,0.086,0.740,0.720,0.000,0.000,0.057,0.600,0.429
model.000.14.pdb,0.000,0.436,0.071,0.014,0.486,0.000,0.000,0.321,0.159,0.068,0.320,0.093,0.297,0.333,0.014,0.320,0.018,0.193,0.241,0.269,0.026,0.000,0.000,0.268,0.463
model.000.15.pdb,0.227,0.339,0.021,0.274,0.136,0.253,0.010,0.632,0.345,0.036,0.618,0.029,0.164,0.750,0.011,0.589,0.356,0.034,0.636,0.534,0.000,0.000,0.116,0.471,0.361
model.000.16.pdb,0.197,0.092,0.011,0.667,0.031,0.654,0.011,0.232,0.138,0.013,0.209,0.010,0.086,0.277,0.024,0.191,0.674,0.000,0.242,0.157,0.022,0.028,0.353,0.117,0.103
model.000.17.pdb,0.167,0.471,0.056,0.127,0.246,0.125,0.011,0.780,0.400,0.051,0.771,0.031,0.218,0.706,0.022,0.848,0.169,0.087,0.654,0.667,0.000,0.000,0.028,0.614,0.491
model.000.18.pdb,0.442,0.132,0.113,0.072,0.120,0.056,0.013,0.480,0.833,0.117,0.429,0.049,0.020,0.309,0.013,0.429,0.089,0.091,0.479,0.522,0.012,0.000,0.055,0.556,0.164
model.000.19.pdb,0.327,0.241,0.062,0.095,0.145,0.093,0.000,0.653,0.722,0.057,0.604,0.022,0.073,0.491,0.000,0.604,0.133,0.068,0.696,0.711,0.000,0.000,0.066,0.703,0.291
model.000.20.pdb,0.228,0.062,0.000,0.673,0.016,0.596,0.011,0.206,0.145,0.000,0.182,0.000,0.071,0.250,0.024,0.164,0.725,0.000,0.215,0.147,0.034,0.014,0.347,0.123,0.075
model.000.21.pdb,0.105,0.093,0.578,0.011,0.182,0.010,0.392,0.116,0.116,0.561,0.122,0.612,0.042,0.080,0.441,0.095,0.000,0.774,0.069,0.136,0.479,0.200,0.026,0.099,0.132
model.000.22.pdb,0.188,0.379,0.042,0.190,0.152,0.188,0.031,0.679,0.339,0.036,0.636,0.019,0.200,0.736,0.032,0.667,0.246,0.045,0.685,0.607,0.000,0.000,0.040,0.462,0.377
model.000.23.pdb,0.130,0.583,0.033,0.071,0.358,0.083,0.010,0.636,0.340,0.051,0.623,0.052,0.283,0.660,0.022,0.720,0.100,0.100,0.554,0.623,0.010,0.000,0.014,0.500,0.538
model.000.24.pdb,0.226,0.028,0.000,0.725,0.000,0.648,0.044,0.173,0.150,0.000,0.151,0.000,0.015,0.194,0.047,0.135,0.630,0.000,0.181,0.151,0.032,0.101,0.440,0.129,0.040
model.000.25.pdb,0.090,0.000,0.364,0.090,0.000,0.162,0.533,0.000,0.000,0.182,0.000,0.260,0.000,0.000,0.500,0.000,0.059,0.169,0.000,0.000,0.362,0.780,0.211,0.000,0.000
model.000.26.pdb,0.051,0.000,0.179,0.138,0.000,0.154,0.350,0.000,0.000,0.117,0.000,0.117,0.000,0.000,0.333,0.000,0.089,0.059,0.000,0.000,0.221,0.512,0.289,0.000,0.000
model.000.27.pdb,0.000,0.422,0.037,0.013,0.765,0.000,0.037,0.130,0.073,0.044,0.138,0.169,0.514,0.152,0.039,0.175,0.016,0.226,0.119,0.088,0.130,0.000,0.000,0.111,0.447
model.000.28.pdb,0.304,0.340,0.047,0.133,0.081,0.132,0.011,0.735,0.571,0.054,0.723,0.010,0.105,0.596,0.012,0.688,0.180,0.025,0.822,0.761,0.000,0.000,0.062,0.634,0.364
model.000.29.pdb,0.228,0.030,0.526,0.000,0.049,0.025,0.271,0.123,0.145,0.667,0.130,0.424,0.000,0.067,0.312,0.099,0.000,0.379,0.082,0.147,0.247,0.077,0.048,0.103,0.075
